domain,control_diff,experimental_diff,diff_in_diff
tynt.com,0.0,0.0,0.0
medallia.com,0.007453807499670062,0.02635301174370186,0.018899204244031798
dotmovies.bet,0.001322751322751281,0.03401083719992892,0.03268808587717764
therealxh2.com,0.038461538461538436,0.038461538461538436,0.0
akamai.com,0.23728018273638374,0.2467754018900793,0.009495219153695555
fastclick.net,0.012939221272554646,0.014791073124406418,0.0018518518518517713
oraclecloud.com,0.03208008835572418,0.03208008835572418,0.0
arlo.com,0.010218854010911604,0.010375762868825023,0.00015690885791341813
fsiblog.club,0.02224637681159425,0.007400555041628176,-0.014845821769966072
bookep.autos,0.07624550887708781,0.045109290434367844,-0.031136218442719965
moviesda8.me,0.0,0.031393298059964714,0.031393298059964714
hdhub4u.foo,0.02564102564102566,0.04166666666666663,0.01602564102564097
7dakxg.com,0.0,0.0,0.0
drweb.com,0.004901960784313708,0.0,-0.004901960784313708
like.video,0.0,0.0,0.0
nikkei.com,0.02564102564102566,0.027450980392156876,0.0018099547511312153
kernel.org,0.0,0.0,0.0
ny.gov,0.01680672268907568,0.01680672268907568,0.0
ringcentral.com,0.13360497280497285,0.12109111178676402,-0.012513861018208838
filmyfly.zip,0.0,0.0,0.0
sex-studentki.pics,0.32243009890763974,0.35771130380558713,0.035281204897947394
google.com.ua,0.0,0.019607843137254943,0.019607843137254943
stripchat.com,0.3843062954691825,0.5039108876452737,0.1196045921760912
smadex.com,0.0,0.0,0.0
hcdn.gob.ar,0.0,0.0,0.0
newtoki317.com,0.1914316621921085,0.22016241028131678,0.02873074808920828
newtoki318.com,0.19848877656123465,0.2219709556775491,0.02348217911631445
anchor.fm,0.01388888888888884,0.01388888888888884,0.0
nettruyenus.com,0.024931948922588543,0.024214064834684024,-0.000717884087904519
onenote.net,0.04166666666666663,0.0444444444444444,0.002777777777777768
hse.ru,0.0003933910306844757,0.0,-0.0003933910306844757
dutils.com,0.0,0.0,0.0
parsely.com,0.4845121532393635,0.4845121532393635,0.0
comodoca.com,0.042094017094017055,0.032352941176470584,-0.009741075917546471
eu.org,0.0,0.0,0.0
adp.com,0.1161183475035793,0.11613207168800666,1.3724184427355013e-05
bund.de,0.0,0.0,0.0
snapkit.com,0.7732510288065844,0.7732510288065844,0.0
variety.com,0.35837698748975144,0.40812515178534703,0.04974816429559559
express.co.uk,0.01041666666666663,0.01041666666666663,0.0
indiegogo.com,0.2738163166580785,0.25407478794860294,-0.019741528709475542
senate.gov,0.0024691358024691024,0.025617283950617242,0.02314814814814814
alphonso.tv,0.9259898590452423,0.9295259266898518,0.003536067644609453
army.mil,0.0,0.0,0.0
cedexis.com,0.0,0.0,0.0
wikia.com,0.2727642599283311,0.2755148172740003,0.0027505573456692023
dynamics.com,0.021957671957671954,0.022682309638831333,0.0007246376811593791
pwc.com,0.10760057949946178,0.0974712728963576,-0.010129306603104182
tawk.to,0.0991705434995428,0.0991705434995428,0.0
iheart.com,0.3500768561716453,0.30576912647424315,-0.044307729697402154
so.com,0.40698682227420957,0.4939656945717741,0.08697887229756451
rollingstone.com,0.47741553286718375,0.4724191651205665,-0.00499636774661727
ampproject.net,0.0,0.027027027027026973,0.027027027027026973
brightcove.com,0.13362068965517238,0.13362068965517238,0.0
bizjournals.com,0.18097070141875615,0.17631933600652117,-0.004651365412234987
appboy.com,0.09330118159734346,0.09278176315518483,-0.0005194184421586368
richaudience.com,0.0,0.0,0.0
vihub.ru,0.0,0.0,0.0
weborama.fr,0.029100249066002504,0.04523870198475943,0.01613845291875693
usc.edu,0.13676240567979692,0.13676240567979692,0.0
unicef.org,0.0031347962382445305,0.0031347962382445305,0.0
ford.com,0.031448134919977444,0.031448134919977444,0.0
fullstory.com,0.0,0.0,0.0
moengage.com,0.32920157407191875,0.37145139992187715,0.0422498258499584
cutt.ly,0.0,0.0,0.0
revcontent.com,0.1939056941492293,0.1939056941492293,0.0
ssa.gov,0.0,0.0,0.0
brightcloud.com,0.0,0.0,0.0
purdue.edu,0.05276747169261964,0.05276747169261964,0.0
adotmob.com,0.10426680913295905,0.10805286611366194,0.00378605698070289
fool.com,0.27078540298083464,0.275911769147269,0.00512636616643436
kochava.com,0.08720588235294113,0.08720588235294113,0.0
earthlink.net,0.11956033359598361,0.12086964944778311,0.0013093158517994974
rainberrytv.com,0.0,0.0,0.0
armgs.team,0.1375110974282605,0.1375110974282605,0.0
khanacademy.org,0.0,0.0,0.0
globenewswire.com,0.020995475113122164,0.012787723785166238,-0.008207751327955926
ucdavis.edu,0.21046937295248225,0.22752590316690713,0.01705653021442488
bazaarvoice.com,0.10751562632713663,0.09805899907079352,-0.009456627256343109
tenable.com,0.2520919307506554,0.2552992019405811,0.003207271189925698
advertising.com,0.2892069802924806,0.2892069802924806,0.0
techradar.com,0.07128137602881846,0.07753375241425997,0.006252376385441516
cbr.ru,0.0,0.018803418803418848,0.018803418803418848
sendbird.com,0.13916149183275106,0.1374201725039942,-0.001741319328756874
waze.com,0.036423902894491156,0.0,-0.036423902894491156
kagoya.net,1.0,1.0,0.0
ddnss.de,0.0,0.0,0.0
netscape.com,0.06616473163367165,0.11987036539983553,0.053705633766163885
google.ch,0.05555555555555558,0.05142857142857138,-0.004126984126984201
e-planning.net,0.0,0.0,0.0
chicagotribune.com,0.21002725173324388,0.313766695058844,0.10373944332560014
lego.com,0.00694444444444442,0.00694444444444442,0.0
aarp.org,0.34675660038211986,0.3198747647405512,-0.026881835641568652
capcut.com,0.1466265958884586,0.13514662279483658,-0.011479973093622031
arizona.edu,0.0267857142857143,0.0,-0.0267857142857143
thawte.com,0.0,0.0,0.0
adition.com,0.007764343290659115,0.007705073494547188,-5.9269796111927064e-05
sec.gov,0.054962406015037546,0.0551739926739927,0.00021158665895515405
unc.edu,0.0,0.0,0.0
pages.dev,0.1669071669071669,0.1669071669071669,0.0
