https://mail.ru/|mail.ru|0|1|290|685|0
https://mail.ru/|mail.ru|1|1|914|1286|0
https://mail.ru/|mail.ru|2|None|1237|1649|0
https://zoom.us/|zoom.us|0|1|267|652|0
https://zoom.us/|zoom.us|1|None|1128|1534|0
https://zoom.us/|zoom.us|2|None|938|1326|0
https://european-union.europa.eu/select-language?destination=/node/1|europa.eu|0|1|28|36|0
https://european-union.europa.eu/select-language?destination=/node/1|europa.eu|1|1|310|718|0
https://european-union.europa.eu/select-language?destination=/node/1|europa.eu|2|None|269|669|0
https://stackoverflow.com/|stackoverflow.com|0|1|45|45|0
https://stackoverflow.com/|stackoverflow.com|1|1|288|656|0
https://stackoverflow.com/|stackoverflow.com|2|-2|278|657|0
https://www.teamviewer.com/en-us/|teamviewer.com|0|1|112|143|0
https://www.teamviewer.com/en-us/|teamviewer.com|1|1|581|941|0
https://www.teamviewer.com/en-us/|teamviewer.com|2|None|532|900|0
https://www.amazon.co.uk/|amazon.co.uk|0|1|267|302|0
https://www.amazon.co.uk/|amazon.co.uk|1|1|796|1231|0
https://www.amazon.co.uk/|amazon.co.uk|2|-2|719|1111|0
https://www.hp.com/us-en/home.html|hp.com|0|1|144|349|0
https://www.hp.com/us-en/home.html|hp.com|1|1|865|1244|0
https://www.hp.com/us-en/home.html|hp.com|2|-2|769|1164|0
https://us.alibabacloud.com/en|alibabacloud.com|0|1|244|636|0
https://us.alibabacloud.com/en|alibabacloud.com|1|1|1106|1493|0
https://us.alibabacloud.com/en|alibabacloud.com|2|2|1103|1482|0
https://www.rackspace.com/|rackspace.com|0|1|116|135|0
https://www.rackspace.com/|rackspace.com|1|1|509|901|0
https://www.rackspace.com/|rackspace.com|2|2|444|844|0
https://www.freepik.com/|freepik.com|0|1|634|1035|0
https://www.freepik.com/|freepik.com|1|1|1775|1775|0
https://www.freepik.com/|freepik.com|2|-2|1689|1689|0
https://www.springer.com/us|springer.com|0|1|17|22|0
https://www.springer.com/us|springer.com|1|1|306|698|0
https://www.springer.com/us|springer.com|2|-2|316|724|0
https://www.nature.com/|nature.com|0|1|155|361|0
https://www.nature.com/|nature.com|1|1|696|1072|0
https://www.nature.com/|nature.com|2|-2|701|1093|0
https://www.indexexchange.com/|indexexchange.com|0|1|50|115|0
https://www.indexexchange.com/|indexexchange.com|1|1|642|1039|0
https://www.indexexchange.com/|indexexchange.com|2|None|539|939|0
https://www.surveymonkey.com/|surveymonkey.com|0|1|200|302|0
https://www.surveymonkey.com/|surveymonkey.com|1|1|738|1165|0
https://www.surveymonkey.com/|surveymonkey.com|2|None|755|1156|0
https://www.paloaltonetworks.com/|paloaltonetworks.com|0|1|158|257|0
https://www.paloaltonetworks.com/|paloaltonetworks.com|1|None|581|966|0
