URL_AFTER_REDIRECT|DOMAIN|INTERACTION_TYPE|STATUS|INITIAL_REQUEST|SECOND_REQUEST|NON-PERIODIC_REQUESTS
https://www.quovadisglobal.com/|quovadisglobal.com|1|1|536|372|536
https://www.quovadisglobal.com/|quovadisglobal.com|2|None|577|384|577
https://www.active.com/|active.com|0|1|471|368|471
https://www.active.com/|active.com|1|1|1061|380|1057
https://www.active.com/|active.com|2|-2|1251|384|1251
https://www.fantasypros.com/|fantasypros.com|0|1|1312|396|1241
https://www.fantasypros.com/|fantasypros.com|1|1|1899|364|1899
https://www.fantasypros.com/|fantasypros.com|2|None|2247|474|2081
https://www.eurogamer.net/|eurogamer.net|0|1|41|14|41
https://www.eurogamer.net/|eurogamer.net|1|1|494|268|416
https://www.eurogamer.net/|eurogamer.net|2|None|423|392|423
https://www.siteground.com/|siteground.com|0|1|81|13|81
https://www.siteground.com/|siteground.com|1|1|523|346|518
https://www.siteground.com/|siteground.com|2|2|419|376|419
https://www.match.com/|match.com|0|1|38|10|38
https://www.match.com/|match.com|1|1|354|360|354
https://www.match.com/|match.com|2|None|370|360|370
https://www.realsimple.com/|realsimple.com|0|1|121|89|111
https://www.realsimple.com/|realsimple.com|1|None|952|380|943
https://www.realsimple.com/|realsimple.com|2|None|942|380|935
https://www.thespruceeats.com/|thespruceeats.com|0|1|97|298|93
https://www.thespruceeats.com/|thespruceeats.com|1|None|604|352|604
https://www.thespruceeats.com/|thespruceeats.com|2|None|1215|364|1212
https://www.freepik.es/|freepik.es|0|1|432|382|432
https://www.freepik.es/|freepik.es|1|1|1201|384|1201
https://www.freepik.es/|freepik.es|2|-2|1201|376|1201
https://www.nationalgeographic.org/society/|nationalgeographic.org|0|1|1358|370|1336
https://www.nationalgeographic.org/society/|nationalgeographic.org|1|None|1835|3|1829
https://www.nationalgeographic.org/society/|nationalgeographic.org|2|None|1839|3|1833
https://een.com/|een.com|0|1|127|94|127
https://een.com/|een.com|1|1|663|384|663
https://een.com/|een.com|2|2|652|395|652
https://www.aap.org/|aap.org|0|1|536|385|534
https://www.aap.org/|aap.org|1|1|1380|329|1380
https://www.aap.org/|aap.org|2|None|1550|161|1550
https://www.seagate.com/|seagate.com|0|1|191|109|183
https://www.seagate.com/|seagate.com|1|1|721|370|714
https://www.seagate.com/|seagate.com|2|2|756|366|749
https://www.kcl.ac.uk/|kcl.ac.uk|0|1|41|28|41
https://www.kcl.ac.uk/|kcl.ac.uk|1|1|564|392|564
https://www.kcl.ac.uk/|kcl.ac.uk|2|2|683|387|683
https://www.snowflake.com/en/|snowflake.com|0|1|129|105|129
https://www.snowflake.com/en/|snowflake.com|1|1|572|354|569
https://www.snowflake.com/en/|snowflake.com|2|None|564|352|564
https://www.esri.com/en-us/home|esri.com|0|1|160|31|160
https://www.esri.com/en-us/home|esri.com|1|1|596|399|596
https://www.esri.com/en-us/home|esri.com|2|None|631|376|631
https://www.tappx.com/|tappx.com|0|1|59|41|59
https://www.tappx.com/|tappx.com|1|1|534|344|534
https://www.tappx.com/|tappx.com|2|-2|538|344|538
https://www.ecwid.com/|ecwid.com|0|1|121|93|117
https://www.ecwid.com/|ecwid.com|1|None|498|367|495
https://www.ecwid.com/|ecwid.com|2|None|482|361|479
https://www.sportingnews.com/us|sportingnews.com|0|1|1855|395|1601
https://www.sportingnews.com/us|sportingnews.com|1|1|2536|1|2531
https://www.sportingnews.com/us|sportingnews.com|2|2|2549|1|2542
https://apptimize.com/|apptimize.com|0|1|86|24|86
https://apptimize.com/|apptimize.com|1|1|666|376|666
https://apptimize.com/|apptimize.com|2|2|538|376|538
https://serverfault.com/|serverfault.com|0|1|59|26|59
https://serverfault.com/|serverfault.com|1|1|435|360|435
https://serverfault.com/|serverfault.com|2|-2|418|384|418
https://www.nationalarchives.gov.uk/|nationalarchives.gov.uk|0|1|37|5|37
https://www.nationalarchives.gov.uk/|nationalarchives.gov.uk|1|1|320|368|320
https://www.nationalarchives.gov.uk/|nationalarchives.gov.uk|2|2|246|384|246
https://www.zebra.com/us/en.html|zebra.com|0|1|1057|0|1057
https://www.zebra.com/us/en.html|zebra.com|1|1|1844|0|1844
https://www.zebra.com/us/en.html|zebra.com|2|2|1114|0|1114
https://www.epfl.ch/en/|epfl.ch|0|1|44|32|44
https://www.epfl.ch/en/|epfl.ch|1|None|1633|0|1633
https://www.epfl.ch/en/|epfl.ch|2|None|1633|0|1633
https://www.xoom.com/|xoom.com|0|1|52|20|52
https://www.xoom.com/|xoom.com|1|1|456|366|456
https://www.xoom.com/|xoom.com|2|None|424|360|424
https://www.foodandwine.com/|foodandwine.com|0|1|129|52|117
https://www.foodandwine.com/|foodandwine.com|1|None|629|361|627
https://www.foodandwine.com/|foodandwine.com|2|None|680|394|669
https://www.vodafone.com/|vodafone.com|0|1|69|25|67
https://www.vodafone.com/|vodafone.com|1|1|498|369|496
https://www.vodafone.com/|vodafone.com|2|2|509|369|507
https://www.workable.com/|workable.com|0|1|147|71|136
https://www.workable.com/|workable.com|1|1|862|394|856
https://www.workable.com/|workable.com|2|2|821|393|816
