https://mail.ru/,mail.ru,0,1,216,350,209
https://mail.ru/,mail.ru,1,None,967,372,967
https://mail.ru/,mail.ru,2,None,1171,380,1171
https://zoom.us/,zoom.us,0,1,250,260,249
https://zoom.us/,zoom.us,1,None,991,396,988
https://zoom.us/,zoom.us,2,None,970,356,967
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,0,1,28,4,28
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,1,1,280,360,280
https://european-union.europa.eu/select-language?destination=/node/1,europa.eu,2,None,199,368,199
https://stackoverflow.com/,stackoverflow.com,0,1,45,0,45
https://stackoverflow.com/,stackoverflow.com,1,1,250,360,250
https://stackoverflow.com/,stackoverflow.com,2,-2,264,352,264
https://www.teamviewer.com/en-us/,teamviewer.com,0,1,113,32,113
https://www.teamviewer.com/en-us/,teamviewer.com,1,1,620,350,618
https://www.teamviewer.com/en-us/,teamviewer.com,2,None,549,360,549
https://www.amazon.co.uk/,amazon.co.uk,0,1,253,36,248
https://www.amazon.co.uk/,amazon.co.uk,1,1,611,377,607
https://www.amazon.co.uk/,amazon.co.uk,2,-2,625,392,625
https://www.hp.com/us-en/home.html,hp.com,0,1,173,150,164
https://www.hp.com/us-en/home.html,hp.com,1,1,825,386,825
https://www.hp.com/us-en/home.html,hp.com,2,-2,749,379,749
https://us.alibabacloud.com/en,alibabacloud.com,0,1,213,323,213
https://us.alibabacloud.com/en,alibabacloud.com,1,1,966,371,966
https://us.alibabacloud.com/en,alibabacloud.com,2,2,1074,371,1074
https://www.rackspace.com/,rackspace.com,0,1,114,9,114
https://www.rackspace.com/,rackspace.com,1,1,448,384,448
https://www.rackspace.com/,rackspace.com,2,2,455,400,455
https://www.freepik.com/,freepik.com,0,1,576,393,576
https://www.freepik.com/,freepik.com,1,1,1325,394,1325
https://www.freepik.com/,freepik.com,2,-2,1296,368,1296
https://www.springer.com/us,springer.com,0,1,17,4,17
https://www.springer.com/us,springer.com,1,1,281,368,281
https://www.springer.com/us,springer.com,2,-2,270,368,270
https://www.nature.com/,nature.com,0,1,62,13,62
https://www.nature.com/,nature.com,1,1,562,360,562
https://www.nature.com/,nature.com,2,-2,419,376,419
https://www.indexexchange.com/,indexexchange.com,0,1,50,136,50
https://www.indexexchange.com/,indexexchange.com,1,1,629,355,629
https://www.indexexchange.com/,indexexchange.com,2,None,621,379,621
https://www.surveymonkey.com/,surveymonkey.com,0,1,205,48,198
https://www.surveymonkey.com/,surveymonkey.com,1,1,743,394,701
https://www.surveymonkey.com/,surveymonkey.com,2,None,705,361,677
https://www.paloaltonetworks.com/,paloaltonetworks.com,0,1,267,309,264
https://www.paloaltonetworks.com/,paloaltonetworks.com,1,None,991,377,986
https://www.paloaltonetworks.com/,paloaltonetworks.com,2,-2,858,372,853
https://www.nvidia.com/en-us/,nvidia.com,0,1,198,102,187
https://www.nvidia.com/en-us/,nvidia.com,1,1,745,382,727
https://www.nvidia.com/en-us/,nvidia.com,2,-2,764,382,746
https://mail.ru/,mail.ru,0,1,228,372,224
https://mail.ru/,mail.ru,1,None,942,372,942
https://mail.ru/,mail.ru,2,None,1154,364,1154
https://www.verisign.com/,verisign.com,0,1,27,0,27
https://www.verisign.com/,verisign.com,1,1,211,384,211
https://www.verisign.com/,verisign.com,2,None,225,384,225
https://www.swrve.com/,swrve.com,0,1,82,19,82
https://www.swrve.com/,swrve.com,1,1,472,368,472
https://www.swrve.com/,swrve.com,2,2,497,368,497
https://www.businesswire.com/portal/site/home/,businesswire.com,0,1,95,107,95
https://www.businesswire.com/portal/site/home/,businesswire.com,1,1,1304,377,1304
https://www.businesswire.com/portal/site/home/,businesswire.com,2,None,1248,360,1248
https://www2.deloitte.com/us/en.html,deloitte.com,0,1,116,30,116
https://www2.deloitte.com/us/en.html,deloitte.com,1,1,823,380,820
https://www2.deloitte.com/us/en.html,deloitte.com,2,None,630,385,630
https://www.rt.com/,rt.com,0,1,151,347,151
https://www.rt.com/,rt.com,1,1,719,387,719
https://www.rt.com/,rt.com,2,None,816,394,816
https://www.docker.com/,docker.com,0,1,98,26,97
https://www.docker.com/,docker.com,1,1,642,384,642
https://www.docker.com/,docker.com,2,2,625,372,625
https://www.ebay.co.uk/,ebay.co.uk,0,1,151,8,151
https://www.ebay.co.uk/,ebay.co.uk,1,1,461,382,449
https://www.ebay.co.uk/,ebay.co.uk,2,2,455,399,443
https://www.abc.net.au/,abc.net.au,0,1,111,100,110
https://www.abc.net.au/,abc.net.au,1,1,692,364,690
https://www.abc.net.au/,abc.net.au,2,None,488,369,486
https://doubleverify.com/,doubleverify.com,0,1,48,30,48
https://doubleverify.com/,doubleverify.com,1,None,555,384,555
https://doubleverify.com/,doubleverify.com,2,None,499,360,499
https://www.bmj.com/,bmj.com,0,1,55,76,55
https://www.bmj.com/,bmj.com,1,1,454,376,454
https://www.bmj.com/,bmj.com,2,-2,475,360,475
https://getpocket.com/en/,getpocket.com,0,1,40,2,38
https://getpocket.com/en/,getpocket.com,1,1,262,352,262
https://getpocket.com/en/,getpocket.com,2,-2,276,360,276
https://supersonicads.com/,supersonicads.com,0,1,4,0,4
https://supersonicads.com/,supersonicads.com,1,None,100,376,100
https://supersonicads.com/,supersonicads.com,2,None,107,376,107
https://www.gartner.com/en,gartner.com,0,1,93,25,92
https://www.gartner.com/en,gartner.com,1,1,548,368,548
https://www.gartner.com/en,gartner.com,2,None,451,368,451
