domain,screenshot_difference,samples
usa.gov,0.018538484576220426,53
semrush.com,0.015124288709194356,53
yutex.ru,0.001355820105820138,48
connectad.io,5.983366241846255e-05,54
esquire.com,0.09998496209008556,27
soom.la,0.0005095561579231411,52
google.co.kr,0.0,54
intermedia.net,0.02434865448471757,51
orange.fr,0.002195572181269201,10
imageshack.us,7.661661048119495e-05,52
entergy.com,0.02019042813824168,54
site.com,0.003387127821739444,54
hatena.ne.jp,0.034727042815571596,52
lastpass.com,0.03408220901710801,35
libsyn.com,0.0,55
ltwebstatic.com,0.0,54
system-monitor.com,0.0,54
2o7.net,0.027757948121005405,50
strava.com,0.004816284575669516,50
1688.com,0.046763438196210094,45
walgreens.com,0.02230932609856562,50
applvn.com,0.0,38
hollywoodreporter.com,0.0,5
apachefriends.org,0.0015397419891801656,54
chinadaily.com.cn,0.04385655496766605,54
ihg.com,0.0,7
bigolive.tv,0.03141120429889521,54
audible.com,0.04194349947403131,54
sogou.com,0.0005537609598523785,55
adsensecustomsearchads.com,0.0,54
cookiebot.com,0.0018060339751516663,51
privacyshield.gov,0.029964712163235596,46
opsgenie.com,0.0,53
bitnami.com,0.0073605230747142425,54
dot.gov,0.04797178130511459,54
mastercard.com,0.03282828282828287,6
google.cz,0.006280745341614935,46
rs6.net,0.0,54
felenasoft.com,0.0,50
pubnative.net,0.0,51
parallels.com,0.0,54
crunchyroll.com,0.002097315436241587,16
last.fm,0.019998793801209946,38
uc.cn,0.0,54
kde.org,0.013227513227513255,24
likee.video,3.071064430937298e-05,54
asana.com,0.010239290335276707,48
treasury.gov,0.0,52
keplr.app,0.00017636684303345973,54
a-ads.com,0.0,54
cpi.ad.jp,0.04077054772187272,53
shopeemobile.com,0.043774250440917095,45
otm-r.com,0.07477361139107674,50
gotinder.com,0.007649318699630259,51
grafana.com,0.006359872105728415,37
shutterfly.com,0.00412802622518138,17
imf.org,0.0020000000000000018,50
chase.com,0.0491931149271303,50
dnsimple.com,0.00952380952380949,53
fanduel.com,0.08898748588425565,52
home-assistant.io,0.00016272457174049126,54
windy.com,0.2593263423737533,46
pushwoosh.com,0.00952380952380949,51
nazwa.pl,0.0,52
fidelity.com,0.0167366946778712,51
podbean.com,0.00023844429234354259,50
