domain,screenshot_difference,samples
kuruma-news.jp,0.20753719326074938,6
findanyanswer.net,0.0014037708177743191,49
ala.org,0.012484638936419712,54
datezone.com,0.06230862316044916,54
nikkeibp.co.jp,0.04276859025853308,53
likemanga.io,0.13277837815483606,6
stiripesurse.ro,0.0,12
redbus.in,0.0,11
enuygun.com,0.004536128832804076,51
youporner.cc,0.037422337059158095,47
freeporno.xxx,0.0007376202084270478,29
rakuten-card.co.jp,0.4302965955072934,39
matchendirect.fr,0.028708133971291905,5
honda.co.jp,0.11616031999270049,52
erkiss12.com,0.008381127251047671,45
xnxxporn.video,0.01938299019473455,54
ixxx.onl,0.07966724566945105,26
cootek.com,6.13421666053604e-05,52
xpaja.net,0.008136932583085787,17
x-hd.video,0.011204481792717047,51
hmetro.com.my,0.0,3
animeonline.ninja,0.03249846495154329,29
cricheroes.in,0.0,4
shahrekhabar.com,0.05396006534807396,42
argentina.gob.ar,0.017576461478900463,41
sarhne.com,0.006841119988103661,47
editalconcursosbrasil.com.br,0.02341269841269844,4
wisgoon.com,0.03286785332431008,26
insightfulreads.net,0.00017693212137659398,54
amedia.online,0.028898051762482058,7
just-eat.it,0.0036507936507936822,50
kodak.com,0.05256437620464116,8
uiporn.com,0.12500103830125897,40
inkscape.org,0.0,54
romaniatv.net,0.0,14
wplay.co,0.04857280625856231,12
polki.pl,0.024930509753513408,49
claro.com.br,0.025022695109373938,46
cimri.com,0.0,54
milf300.com,0.030532705172519492,7
fdic.gov,0.01544257651256109,36
sm3ha.mx,0.007439931967458402,54
porndude.me,0.058860155053697794,47
madisoft.it,0.0,51
bustybus.com,0.026984126984127,7
njavtv.com,0.002057613168724326,48
manga-lek.net,0.007563025210084007,51
altema.jp,0.008723483732807624,35
chick-fil-a.com,0.040314842703014775,27
iranjib.ir,0.01892714243152538,54
cinepornogratis.com,0.14294975829117362,54
iskur.gov.tr,0.0,51
famethemes.com,0.0,54
romsgames.net,0.0,51
manhuafast.com,0.05490174617891774,16
jmty.jp,0.05781221528807845,10
komiku.com,0.1667706720012867,11
ionos.com,0.0033967391304348116,8
gosexpod.com,0.0005941307729973033,26
programme-television.org,0.012481020841925816,36
active24.cz,0.0,53
hentaila.com,0.03295002385941026,34
decathlon.it,0.010710684046070562,30
jpmorganchase.com,0.021403913023671173,54
fdownloader.net,0.2078555083406004,29
technolife.ir,0.022198749000665652,13
rahavard365.com,0.04067160237759149,21
minepi.com,0.00030832753870901897,54
u7now.com,0.0,54
csc.gov.in,0.0,54
24xxx-x.com,0.0,50
wooga.com,0.0422045973731634,54
kiryuu.id,0.135805406909841,10
wsp.com,0.12154221148959843,14
5play.org,0.02936578970334247,54
my-cima.net,0.32429490225516344,9
quasarzone.com,0.027378077431198022,6
cancerresearchuk.org,0.0,54
nickfinder.com,0.20585633650525936,10
voiranime.com,0.00018373346398825596,52
flo.com.tr,0.023129251700680253,14
kanoon.ir,1.0,1
boylove.cc,0.008134374852679094,32
988lifeline.org,0.0,54
utraff.com,0.0001843204718604552,52
ciudad.com.ar,0.036131223526656875,11
ero-video.net,0.00925805911753308,44
leolist.cc,0.012500251373202875,45
javmix.tv,0.0003526907142473723,45
magerta.ir,0.06349206349206349,18
lespompeurs.com,0.0,54
ecuabet.com,0.05346508405553618,49
gsuplementos.com.br,0.035098439770726464,31
taroot-rangi.com,0.0,5
gorodche.ru,0.07522067456183035,8
arabx.cam,0.0,50
bluesystem.me,0.09043317204143231,51
xxxwow.net,0.023691945914168122,54
xlxx69.com,0.7612433862433863,12
manhwas.net,0.10582359353189352,8
xxxmovies.life,0.04328313046291665,51
bestpornovideo.com,0.01609217163567933,21
fullxh.com,0.0,54
gekso.com,0.08420053874924405,24
aryion.com,0.011913734716273883,54
sportpesa.com,0.0,2
toptoon.com,0.038650928281971586,36
veopornogratis.xxx,0.04639648921666306,50
fmmods.com,0.0,54
pornogratisdiario.com,0.025013583041191167,50
keio.ac.jp,0.013168724279835398,54
nobat.ir,0.0005144032921811093,12
hello.porn,0.01011889743355976,37
sexalarabi.com,0.0,20
meteo.gr,0.019520677152395693,50
xn----ztbcbceder.net,0.0,54
drishtiias.com,0.0005668934240362633,14
beinsports.com.tr,0.08036223036223034,5
hackspirit.com,0.05668793880677625,18
e-estekhdam.com,0.009069841572334036,13
21cn.com,0.02237933973783035,53
unilever.com,0.10839957612431872,27
alaska.gov,0.011380652890086829,53
computerbild.de,0.051675485008818356,9
xhchannel2.com,0.0,54
arabxn.com,0.20547251490647722,11
transfermarkt.com.tr,0.0,13
avdbs.com,0.0954452767176831,53
faradeed.ir,0.12386117926767581,50
case.edu,0.04771545327100879,54
freesexarab.com,0.2474690388976103,52
novelpia.com,0.3388888888888889,4
cnnamador.com,0.0014492753623188692,23
enikos.gr,0.09136876248347592,53
aagag.com,0.13596893841684266,12
redtube.com.br,0.00011767135950147001,54
itorrents-igruha.org,0.0,54
comic-walker.com,0.026969860791998923,28
alberta.ca,0.007157831686133598,53
nitter.net,0.0,54
libguides.com,0.0018983561202551291,50
sqlite.org,6.131959774346996e-05,54
pusherapp.com,0.0,54
tt1069.com,0.017739636012386817,51
ua.edu,0.03736263736263734,52
ruhr24.de,0.0,4
hdpornvideoindia.pro,0.17014499814660533,32
hindixclips.com,0.0015954354197966758,54
pricesmart.com,0.03357393071676695,48
fullhdfilmizlesene.de,0.023840048840048866,52
firefaucet.win,0.1434165021177073,50
arabsex1.com,0.019165196942974694,54
delishkitchen.tv,0.020000000000000018,10
manwa.me,0.01538208618794401,55
pbworks.com,0.0016855365157079083,54
webland.ch,0.01320246139175496,49
cosmolot.ua,0.1379407832865709,50
almaany.com,0.05192481596346932,21
newtoki.help,0.06969317673514341,35
whoop.com,0.2162560167379871,24
clickbus.com.br,0.007999410883337554,30
gobankingrates.com,0.13367066161183805,4
momon-ga.com,0.09295865332714393,49
pavietnam.net,0.07391304347826089,4
mfcimg.com,0.09288394710743086,54
chishi.ir,0.01898772087451328,53
mgstage.com,0.007760141093474449,36
xxxpor.org,0.1490301305675945,27
shayanews.com,0.07107617411653011,27
ddd-smart.net,0.061036340370303255,36
soolakhi.com,0.012246117084826813,54
xalabahia.com,0.040175871407557406,32
metamask.io,0.0,50
plejada.pl,0.08155880783698066,51
getrushapp.com,0.002436778519742999,50
scan-manga.com,0.0,54
monsnode.com,0.058390188434048085,9
ripley.com.pe,0.027233791163667864,53
podium.com,0.10684749278499273,24
hangikredi.com,0.0,49
kinnser.net,0.0,54
hexagon-analytics.com,0.0,51
echodnia.eu,0.0008333333333333526,10
hentaistube.com,0.011554182624791243,50
arabshentai.com,0.045517434761620845,13
vultr.com,0.0,12
wartank.ru,0.0006751801412619995,50
channelmyanmar.org,0.08223457099437825,36
simonandschuster.com,0.05543098864087914,51
ethereum.org,0.015442497753818452,53
avidreaders.ru,0.008526557129055368,54
actualno.com,0.018061868923703983,13
animefire.plus,0.0,54
