domain,screenshot_difference,samples
verisign.com,0.0,54
ca.gov,0.027727195257184367,52
zendesk.com,0.0018937184542280328,52
tp-link.com,0.011552028218694832,54
shutterstock.com,0.04749140194473922,54
mayoclinic.org,0.06208791208791209,26
wal-mart.com,0.08144233310336246,33
icloud-content.com,5.878894767785692e-05,54
cloudflareclient.com,0.0,54
disqus.com,0.0,54
amazontrust.com,0.0,51
ft.com,0.004001117207808935,13
uber.com,0.019139194139194182,52
duckdns.org,0.0,54
mysql.com,0.023048786875863647,54
google.ca,0.0,50
deviantart.com,0.0008612140423737147,29
duolingo.com,0.06265117526511099,50
pandora.com,0.0,54
google.fr,0.0036285237854837282,54
verkada.com,0.003534193930704088,29
telegram.me,0.021026193676740412,51
ai-lawandorder.com,0.0,54
mediatek.com,0.0,27
atlassian.com,0.00433382619733369,55
squarespace.com,3.184713375792292e-05,50
ivi.ru,0.00969490294962927,13
loc.gov,0.0,53
google.es,0.011494085532302134,50
amazon.co.jp,0.029106392958896055,7
line.me,0.004761904761904745,30
berkeley.edu,0.0,55
sentinelone.net,0.0,54
rakuten.co.jp,0.07383141762452106,27
duckduckgo.com,0.04933084344849048,51
trustpilot.com,0.0032345013477088624,53
sorbs.net,0.0,54
google.co.jp,0.0007275132275131879,48
indiatimes.com,0.014578844233458343,51
hugedomains.com,0.0,53
digitalocean.com,0.017475579975580025,52
entrust.net,0.004336366784585488,51
playstation.com,0.0,12
google.it,0.008734180313823448,51
jquery.com,0.0,54
mailchimp.com,0.0040616246498599295,34
timeweb.ru,0.0025525010753123523,51
cbsnews.com,0.036036036036036,3
braze.com,0.0011757789535566943,54
webrootcloudav.com,0.0,54
onetrust.com,0.0,53
aboutads.info,0.0,54
free.fr,0.05988570733144627,54
yelp.com,0.061965222159041766,31
mts.ru,0.024834465520213733,46
intel.com,0.0014005602240896309,51
steamcommunity.com,0.0162851779594273,53
tandfonline.com,0.0,51
fb.com,0.0,52
launchpad.net,0.0,54
patreon.com,0.0746221023212833,39
marriott.com,0.3145203920738362,9
visualstudio.com,0.0082019101873253,51
warnerbros.com,0.0,53
shalltry.com,0.0,54
ikea.com,0.0319746970043413,46
adobe.net,0.12004276237798617,48
netease.com,0.0,54
ietf.org,0.0,51
theverge.com,0.05607297004257694,13
noaa.gov,0.0,54
cornell.edu,0.0006064281382656134,51
freepik.com,0.08552098709828737,19
yandex.com,0.022067765845526388,51
licdn.com,0.014825396825396853,50
digistorm.com,0.03640595158063731,48
rt.ru,0.017394408363328284,50
newrelic.com,0.04909927332471076,11
conviva.com,0.00496597454441805,51
fontawesome.com,0.0026545583068067202,53
google.co.in,0.001777777777777767,50
mega.co.nz,0.0002057613168724437,54
pinimg.com,0.15021183655044668,45
xhamster.com,0.0,54
ifood.com.br,7.558578987154618e-05,42
cookielaw.org,0.0,50
yieldmo.com,0.015073728354978333,55
wattpad.com,0.0,52
qualtrics.com,0.11931206642930103,48
riotgames.com,0.0327296380012001,50
online.net,0.0009206690194875078,49
livejournal.com,0.020789374448337172,24
robinhood.com,0.033252046561886184,54
nest.com,0.03945599626041696,49
calendly.com,0.011506081250078792,44
paloaltonetworks.com,0.003525586100911804,52
virtualearth.net,0.09769459221279386,49
prnewswire.com,0.0007391649596341088,51
dbankcloud.cn,0.0,54
appspot.com,0.003292181069958877,54
stackadapt.com,0.0,1
life360.com,0.005174603174603165,50
flashtalking.com,0.0,54
bugsnag.com,0.003266785779020731,55
ieee.org,0.0,12
google.com.hk,0.018954248366013116,51
intercom.io,0.008132984545580424,51
google.pl,0.001777777777777767,50
tapad.com,0.0,51
addthis.com,0.0,46
rspamd.com,0.0,54
box.com,0.010617445513656176,49
livechatinc.com,0.20463849138873857,51
dns.com,0.0005348629812720329,55
washington.edu,0.0,52
statuspage.io,0.0,55
ecdns.net,0.08081845410307009,54
viber.com,0.02403963628886374,50
cloudns.net,0.0009284039121679744,52
w3schools.com,0.006663725741810733,48
target.com,0.020181450975710336,35
bluekai.com,0.002072864483441683,52
fda.gov,0.00961199294532633,54
mediafire.com,0.0007152172081986707,51
rackspace.com,0.0,51
nbcnews.com,7.354022650385428e-05,26
mega.nz,0.015127955944282512,49
temu.com,0.01598431291787039,45
