domain,screenshot_difference,samples
ezodn.com,0.0,5
delfi.ee,0.13066243153452461,2
estadiodeportivo.com,0.0,1
drikpanchang.com,0.0666000507922494,42
kemkes.go.id,0.011204424818625824,20
emlakjet.com,0.007936507936507908,1
zsttk.ru,0.0059358253549124385,55
sm.cn,0.047802197802197854,52
datacamp.com,0.03358967689587089,31
babbel.com,0.005450884712117188,54
missyusa.com,0.029909211426157323,8
unipin.com,0.009615384615384581,4
networkworld.com,0.008002645502645511,15
dtruyen.com,0.0069104738062888416,51
kqed.org,0.0,8
cas.cn,0.05495269436035333,54
plotek.pl,0.0,15
sd.rs,0.039190322368520714,29
pomponik.pl,0.015571496019365916,20
olx.kz,0.03710237131289762,5
kabutan.jp,0.12217973694382989,19
appmedia.jp,0.03945970017498035,17
selfstudys.com,0.024147184361499097,23
itce.ru,0.0185347916944556,50
mindmegette.hu,0.06412698412698414,25
fdating.com,0.006273182119654441,54
eaton.com,0.000705467372134061,54
whatmobile.com.pk,0.6052173913043478,2
sarkariexam.com,0.17264968417593363,3
bongdaplus.vn,0.2445247817588243,2
usebutton.com,0.00390710413271067,54
mrvideospornogratis.xxx,0.027742125983604815,52
obilet.com,0.009384430714609926,50
espn.ph,0.9123434704830053,1
vuejs.org,0.0,54
keirin.jp,0.0013216725603497625,55
router-network.com,0.02803616700010303,54
gekso.xyz,0.009230496548812916,44
kizlarsoruyor.com,0.008927343641383367,22
qualaroo.com,0.0008766921132690175,24
optimise.net,0.0010482180293500676,53
choicehotels.com,0.06625502891132817,27
robertsspaceindustries.com,0.10943700158141834,24
vlr.gg,0.005060535776329256,18
ranobes.top,0.00029506989432681596,54
yangkeduo.com,0.0,54
amebaownd.com,0.03011673166409945,54
transacme.com,0.0,54
tiwar.ru,0.0019833276331696625,53
apkmodget.com,0.06971836123230724,16
flashscore.com.ua,0.0,4
novellive.com,0.0007994395913529795,54
novelfull.com,0.007347057316831385,54
getclicky.com,0.00014800615311794107,54
musicaldown.com,0.0374171722766351,46
hsappstatic.net,0.0029325513196480912,31
todorelatos.com,0.0073816104738837485,54
dianomi.com,0.03449214238771381,54
millipiyangoonline.com,0.06181372923400019,10
arabam.com,0.002905138399787899,42
manganelo.tv,0.012763200518302598,49
imptracking.com,0.0030665988528392196,54
szerencsejatek.hu,0.0005349255157074406,12
rfa.org,0.00011979634621139823,53
kinokrad.cc,0.0007774538386783325,49
alphapolis.co.jp,0.12927125506072878,13
livesport.cz,0.0018140589569161092,7
orange.com,0.08087889476778365,54
clarivate.com,0.018648018648018683,22
krstarica.com,0.0,6
c5n.com,0.11170212765957444,2
cyon.ch,0.00937734433608406,43
21cineplex.com,0.008089273503641414,17
tudou.com,0.0015974440894568342,12
programme.tv,6.379585326954373e-05,50
ikman.lk,0.10060362173038229,1
myhentaigallery.com,0.00037623828809107973,54
faucetearner.org,0.0,54
arenaplus.net,0.0,54
red-tube.video,0.07199999999999995,50
alo.bg,0.0782662109702692,36
intsig.net,0.0849536767987743,7
iobnet.co.in,0.0023515579071134995,54
pink.rs,0.13273848441390557,5
ksyun.com,0.024248678790538047,54
megapersonals.eu,0.0,54
runnersworld.com,0.0902818828680898,9
slrclub.com,0.06493803084644512,29
vshkole.com,0.09875107494522872,22
shrmha.com,0.0,55
haveibeenpwned.com,0.016901822457378035,54
smn.gob.ar,0.016926371993932654,52
mp3juice.blog,0.0,54
bet365.it,0.05869355517161923,3
hdpornfree.xxx,0.00043791183031693937,54
betking.com,0.017223105458399557,6
evooli.com,6.22354991286489e-05,52
rip.ie,0.014067843630384269,34
visiblemeasures.com,0.0,51
mangamtl.com,0.012246383050338872,19
wizards.com,0.011127990690858902,51
ngrok.com,0.0015616194043159837,50
browser-intake-datadoghq.eu,0.0,55
nouvelobs.com,0.0,1
rosszlanyok.hu,0.030173642694041103,53
portal6.com.br,0.03293981762810372,15
xn--pckua2a7gp15o89zb.com,0.006589676422419033,51
lendingtree.com,0.008679500168861876,47
stripocdn.email,8.53387950162654e-05,54
allfreenovel.com,0.015762134042977105,41
telemagazyn.pl,0.0064814814814814214,9
tanx.com,0.021276595744680882,47
seiska.fi,0.0014336917562723928,6
aepd.es,0.019234360410831042,17
techopedia.com,0.01882772217167117,18
moppy.jp,0.0010582010582010914,6
getblueshift.com,0.018932500656619777,47
goftani.net,0.013108460367898145,35
shopch.jp,0.02372262773722622,2
flashscore.es,0.3213989301636184,3
principal.com,0.09090909090909094,11
baycrews.jp,0.32128501472405935,6
mixputaria.com,0.004511880057515016,19
blogspot.ru,0.03378623390784874,51
electrodepot.fr,0.07529520449992033,19
tupaki.com,0.0,2
sokmil.com,0.016390482260463135,12
surahquran.com,0.018312415688120698,35
www.gob.pe,0.0006324443975966876,53
karlsruhe-insider.de,0.01876082992011796,42
pornorama.com,0.012497217770802038,51
topgames.com,0.0550759307663069,33
ruckuswireless.com,0.008391360915951052,25
uzh.ch,0.0,6
myasiantv.ac,0.0198261195080629,39
