domain,screenshot_difference,samples
gov.uz,0.039977825723093274,52
xrea.com,0.016951868803266157,54
hextom.com,0.0018995411784785698,51
kubernetes.io,2.9820480706099772e-05,54
webmotors.com.br,0.0002516461771723266,51
adam4adam.com,0.0,54
mangabat.com,0.012029007556164095,54
uwo.ca,0.04097589653145206,54
pornhoarder.tv,0.042891065871577094,52
mdr.de,0.0008818342151675207,36
sg.fr,0.07086507660179153,27
d0o0d.com,0.007469654528478031,51
smartnews.com,0.0,52
vecernji.hr,0.0,5
level3.net,0.0,1
merdeka.com,0.03642043222013325,50
sudoku.com,0.04035398906240162,28
jizzbunker.com,0.08891781630694073,46
carrefour.com.br,0.18973429951690823,3
carview.co.jp,0.012760171664503606,49
t1cloud.com,0.0,54
tarafdari.com,0.23769607843137253,2
redwap-xxx.com,0.03189494247428737,54
fpo.xxx,0.030434306474572348,31
geforce.com,0.0003697541135144755,9
elfsight.com,0.020859649525463153,52
3hentai.net,0.07556978932681813,49
njav.tv,0.06507227818625394,54
xnxxcom.xyz,0.02318296291413291,25
zalando.fr,0.0,4
cat.net.th,0.0,36
vivaldi.com,0.0,36
jdsports.co.uk,0.0011337868480725266,21
ricardo.ch,0.0,4
coral.co.uk,0.0,54
usvisa-info.com,0.0,49
sendtonews.com,0.04560595061446282,45
pornhubs.video,0.0,55
vodafone.pt,0.0006771755527600343,27
tube4world.com,0.0,50
skole.hr,0.020894660894660855,55
filelist.io,0.0,50
sport24.ru,0.02321480423403699,9
gayboystube.com,0.022082708908147453,27
lrytas.lt,0.0,2
imgflip.com,0.0027385254877276832,54
glavcom.ua,0.014498370400022553,48
rokna.net,0.10843483224615791,34
visualcapitalist.com,0.06514320231046355,13
anitaku.to,0.014610434034357578,53
xxxdan.com,0.05782069997536121,52
vbet.am,0.08920887034846714,41
noticiasaominuto.com,0.2460389280964329,3
mobile01.com,0.0054418279438184225,52
xhchannel.com,0.0,51
packet8.net,0.03508195067072306,34
record.pt,0.04307396481413306,31
laposte.net,0.010052910052910091,24
domclick.ru,0.0,54
tivo.com,0.000705467372134061,54
youradchoices.ca,0.009695622244592306,53
gracenote.com,0.07864462480048584,52
idaho.gov,0.0014929192506267785,28
banco.bradesco,0.0005927035640375111,50
xxxvideo.best,0.023689878045291324,28
komiku.id,0.0,48
attwifi.com,0.034607846126739394,26
ruijienetworks.com,0.023474178403755874,29
pracuj.pl,0.010654842902084294,52
queensu.ca,0.026165614840313656,45
cuni.cz,0.006618748128182084,53
delgarm.com,0.011282962731890112,52
piwik.pro,0.019040643363826937,50
bark.us,0.0076763955410092954,51
klix.ba,0.0015534064369279177,9
autoscout24.it,0.0009938382031405846,45
evraz.com,0.0,54
tabnine.com,0.0,6
citigroup.com,0.0,54
rp-online.de,0.0,5
adobeconnect.com,0.1331532369257391,29
geocaching.com,0.026002299124500694,49
kino-teatr.ru,0.3486337730211041,33
rmf24.pl,0.0,6
jcu.edu.au,0.07849927849927851,22
