domain,screenshot_difference,samples
securedvisit.com,0.0,54
shawcable.net,0.0,32
santander.com.br,0.045886345944569085,53
draftkings.com,0.049630695995507956,22
esa.int,0.006369426751592355,33
profi.ru,0.033132639010060805,51
just-eat.co.uk,0.007145977912751067,52
yle.fi,0.009602755092081416,54
bytedance.com,0.06599059376837157,54
dish.com,0.0005408184905063562,51
mheducation.com,0.0,6
zeotap.com,0.04610901471535056,30
inkuai.com,0.0,42
popin.cc,0.0,52
googleoptimize.com,0.0,54
caltech.edu,0.04185510888918531,32
autotrader.co.uk,0.00034430631965076675,51
ihc.ru,0.02198505582985033,52
cengage.com,0.0025175502299685792,51
telstra.com.au,0.0,5
qualys.com,0.11688311688311692,1
insightexpressai.com,0.0,54
knowbe4.com,0.0072217323760339625,51
epam.com,0.10495546658337362,4
rusprofile.ru,0.00110017371163873,55
proton.me,0.0029609279609279504,52
4chan.org,0.0005901379797904616,54
ctnsnet.com,0.0,51
logmein.com,0.028954374855016507,51
mcgill.ca,0.0,54
gazprombank.ru,0.012255293696353142,20
ixigua.com,0.06956290272941312,38
latamairlines.com,5.28513292109567e-05,51
volkswagen.de,0.0,12
cia.gov,0.016105636687968383,53
sciencealert.com,0.017714541768773073,11
justpremium.com,0.011485810381908212,51
nbcsports.com,0.11191335740072206,1
fastly-insights.com,0.04254393025968117,54
rr.com,0.02399414626102725,52
zenon.net,0.0,35
dns.pt,0.0,54
arnebrachhold.de,0.0,54
betcity.ru,0.03767371113725326,7
computerworld.com,0.04745209597898492,29
huggingface.co,0.0002750173802805733,52
infocyte.com,0.0002801120448179262,34
openldap.org,0.0,54
bitrix.info,0.0038269533520134402,44
cpmstar.com,0.00015873015873013596,50
histats.com,0.05382507444577889,50
cymru.com,0.10409803689220687,10
owneriq.net,0.008200121174707031,54
dtln.ru,0.0,5
zuimeitianqi.com,0.1022392484710184,53
avg.com,0.0,28
9gag.com,0.05600521699613248,12
ovh.com,0.010952380952380936,10
gotomeeting.com,0.0073609509163142794,12
thousandeyes.com,0.05297160882744745,30
channel4.com,0.0444444444444444,45
exacttarget.com,0.004484675506125524,50
wp.me,0.023669188279305975,52
spglobal.com,0.0390762454329765,20
news24.com,0.0040000000000000036,5
webrootanywhere.com,0.0,54
lilithgame.com,0.03591978973797316,53
sina.com,0.011355213281765586,52
dome9.com,0.004603485017218856,50
snopes.com,0.018424784779086267,51
bouncex.net,0.00035612535612539187,54
hybrid.ai,0.0011312131383816038,27
kolesa.kz,0.01700140786966009,46
thenextweb.com,0.0064710945999812974,48
media6degrees.com,0.018359203600008422,50
mercari.com,0.004357298474945481,3
sport.es,0.002116402116402072,6
komoot.de,0.0,21
ripe.net,0.0,32
zalo.me,0.0,54
nielsen.com,0.001656151921308524,53
ventraip.net.au,0.0,50
wireshark.org,0.00017969451931720837,53
leroymerlin.com,0.0,54
nos.nl,0.00040257648953301306,4
legacy.com,0.04683818367345671,24
run.app,0.0,54
acer.com,0.028220682360809768,52
lycos.com,0.0013315295719379394,54
fema.gov,0.0355776440840847,42
cnnbrasil.com.br,0.028687760973111875,44
netsuite.com,0.012712887296683073,53
icio.us,0.0,54
blackspider.com,0.0,54
garant.ru,0.14295727328476648,45
cloudappsecurity.com,0.037831903712406856,45
news.cn,0.012169312169312163,18
intelbras.com.br,0.04212241653418125,10
xkcd.com,0.0,54
tomsguide.com,0.036158103592314084,16
celtra.com,0.0,51
sape.ru,0.0002443462969778931,52
sportradarserving.com,0.004467388251979343,51
prestashop.com,0.016845734015803915,49
vivox.com,0.0006911648957103056,22
ultradns.net,0.0006172839506173311,54
rackspacecloud.com,0.10466707615383786,12
rochester.edu,0.06101916994369916,49
imageshack.com,0.00426068641594779,54
runescape.com,0.008672086720867167,54
ucloud.cn,0.03382194713431608,54
mediahils.ru,0.0,54
tfl.gov.uk,0.002702702702702675,15
teslamotors.com,0.05191280689781641,38
uiowa.edu,0.0,14
hubapi.com,0.007228391257852573,53
aljazeera.net,0.05724595421945622,17
etherscan.io,0.019086389230708045,48
metmuseum.org,0.033518272173734376,49
wayport.net,0.0061938511990641265,29
unsw.edu.au,0.0,33
bstatic.com,0.11502356499052857,3
tanium.com,0.00605158730158728,16
pushnami.com,0.007969533486083757,54
lifewire.com,0.08209196769253424,44
blismedia.com,0.0005079365079364573,50
man7.org,0.0,54
brandmetrics.com,0.0,54
ardmediathek.de,0.026641350295438015,44
tagesspiegel.de,0.0,9
morningstar.com,0.13672355564604388,12
nianticlabs.com,0.0059202140881421395,54
vanguard.com,0.06926406926406925,55
uplynk.com,0.059489169428259436,38
vatican.va,0.020000000000000018,50
telstra.com,0.0,1
verywellhealth.com,0.024842056011217917,42
sinaimg.cn,0.0,54
redcross.org,4.825323296664408e-05,33
businessweek.com,0.022414086627158825,54
gimp.org,0.0,52
orf.at,0.0,6
ap.org,0.0,51
spreaker.com,0.005971432517876796,50
ps.kz,0.004255319148936176,47
oath.com,0.0067217701245064765,54
colorlib.com,0.0,55
vercel.app,0.018400441113691546,55
google.rs,0.002304688490327722,54
lse.ac.uk,0.0,46
loopia.se,0.0,49
bankrate.com,0.0,5
zapier.com,0.13436075068149755,27
dominos.com,0.0030864664851593115,54
kinescopecdn.net,0.0,42
lua.org,0.017989417989418,54
mac.com,0.013669061578085784,24
oxfordjournals.org,0.0,2
pypi.org,0.004859225005574008,51
unito.it,0.026461777950798737,29
liberation.fr,0.33333333333333337,3
sabah.com.tr,0.0,1
wikisource.org,0.0,54
google.kz,0.014220926465824402,49
opentable.com,0.00047934087196432884,41
umass.edu,0.0,6
streamtheworld.net,0.0,54
victoriassecret.com,0.019746332916719345,39
paypalobjects.com,0.0,24
adthrive.com,0.04733063059722209,51
barracuda.com,8.38926174496768e-05,40
backblaze.com,0.0008964482451889744,53
edx.org,0.015112965864000127,32
studentaid.gov,0.05943974888946679,46
revenuecat.com,0.0,54
pcgamer.com,0.004761904761904745,2
yomiuri.co.jp,0.035848919820211655,14
spamcop.net,0.0,54
uscourts.gov,0.0,49
pscp.tv,0.0,54
custhelp.com,0.03240548392573395,53
ubereats.com,0.016824841824841785,26
ahrefs.com,0.0,13
fubo.tv,0.011922607452620193,54
arduino.cc,0.016671524228021428,54
hover.com,0.03848765314219693,54
newsbreak.com,0.18856272402022367,48
1984.is,0.0,55
zscaler.com,0.0012772110544387871,44
brown.edu,0.0,1
domainserver.ne.jp,0.0,54
bitrix24.com,0.038875773118966284,8
sprig.com,0.0,50
itunes.com,0.004435997217950516,12
xhtree.com,0.017669961066187456,53
wasabisys.com,0.0,49
atl-paas.net,3.2104790034681585e-05,52
poshmark.com,0.047898837372811975,27
findlaw.com,0.0,4
u-tokyo.ac.jp,0.0024857741838874015,53
google.by,0.008232079675294157,54
phpbb.com,0.0,55
pinterest.de,0.14479842468113469,42
libero.it,0.00953663478627853,42
indiatoday.in,0.17193663182613916,24
