domain,screenshot_difference,samples
necb.bank,0.0,54
terabox.com,0.0,55
kroger.com,0.043221630831478564,27
crowdstrike.com,0.04879415931375286,7
wizzair.com,0.0003987240829346206,8
google.kg,0.028852283380458976,50
google.com.ag,0.009835225467616282,48
google.com.jm,0.044887056216768695,52
nrk.no,0.0003549875754348397,9
distmed.com,0.0,54
google.com.om,0.007141659179395021,50
google.hn,0.004184020796527799,51
mywot.com,0.00018244845831050238,54
wapbold.net,0.01799597862106439,50
google.gg,0.025234235037095543,52
zlib.net,0.0,53
google.com.ni,0.019555555555555548,50
apple.co,0.03813281910577204,54
google.com.mt,0.055629853053435374,52
bokepmama.hair,0.03721905156541261,54
poe.com,0.0035879811921853966,54
google.com.qa,0.024759867411143333,49
congbisajp.com,0.023255813953488413,43
byu.edu,0.0,48
buffer.com,0.0,52
riskified.com,0.1235948505322575,48
metlife.com,0.13228494950131098,50
bluecore.com,0.011444298425751231,50
safeway.com,0.26188088211677185,24
google.com.gi,0.03171574222470186,49
healthcare.gov,0.21987577639751554,23
wampserver.com,0.0,53
google.co.bw,0.010714285714285676,52
google.com.mm,0.04697811378951544,47
hihonor.com,0.0016142071096220123,8
google.bi,0.030613889377202108,53
google.dm,0.0,53
business-standard.com,0.08709690535712644,44
firstvds.ru,0.07940170094746513,23
rfi.fr,0.0026204802240231695,48
tinkercad.com,0.060321676274189495,54
google.com.ly,0.018367553928615443,49
tradedoubler.com,0.0006326523017379238,53
getepic.com,0.0006890502847377578,51
tappx.com,0.05357846129827981,20
eonline.com,0.02900279770828873,8
gigaset-elements.com,0.0,44
clicktripz.com,0.0,51
dpbosss.com,0.0042393301406584705,51
google.com.kw,0.01910751722072479,53
womenshealthmag.com,0.25819824404093805,11
google.com.et,0.0,54
yedherex.com,0.027737402606255346,42
google.com.bh,0.0196499474618983,48
google.ps,0.018897873614854732,53
google.cg,0.02571428571428569,45
ct.gov,0.019996623335609698,54
csmonitor.com,0.0,17
google.com.gh,0.04180286623188456,47
apnaludo.com,0.0011757789535566943,54
google.mu,0.003548085901027065,51
gene.com,6.346788525002367e-05,52
keenetic.link,0.0007642563198119179,54
google.com.bz,0.013797313797313748,52
onefootball.com,0.0,1
survicate.com,0.001500592276711732,50
meituan.net,0.023917748917748893,44
bongacams.com,0.07989630678492876,38
google.cd,0.022355131260882066,48
routledge.com,0.0003174603174602719,50
kucoin.com,0.13081657728020057,32
google.com.bn,0.013022351797862042,49
google.sn,0.0003174603174602719,50
urban-vpn.com,0.0012395910075234662,36
zoominfo.com,0.03591305124431288,51
farfetch.com,0.03713104179222293,47
verisign.net,0.0,53
google.co.zm,0.01892987782721589,45
google.com.ai,0.022123015873015905,48
mysterium.network,0.08304624015019035,51
google.co.ug,0.03866402116402112,45
google.fm,0.00484848484848488,55
