domain,screenshot_difference,samples
mckinsey.com,0.00597415562087511,38
vkontakte.ru,0.014762526390433406,43
xerox.com,0.0006312898718715543,28
adroll.com,0.02849663049854989,54
sharethis.com,0.0,55
wikihow.com,0.001245798296848566,49
hotmail.com,0.010395845581030794,54
state.gov,0.00038933812518715527,53
adtelligent.com,0.02101488344661373,52
adgrx.com,0.0,54
rayjump.com,0.0,5
instructure.com,0.0011173190250138854,36
amazon.com.br,0.10698826424121044,10
businesswire.com,0.012698412698412653,54
akismet.com,0.048917459381667916,50
pluto.tv,0.07134199765701932,39
mediavine.com,0.0015947799170823451,53
rapid7.com,0.021352173863942836,20
telekom.de,0.0014591340834385624,54
utorrent.com,0.0,54
onesignal.com,0.0028748931812997425,51
notamedia.ru,0.0,50
getpocket.com,0.011204098724373557,47
xserver.jp,0.0,50
cbc.ca,0.052011750310139715,52
quickconnect.to,0.0,54
ancestry.com,0.08400248988484282,51
zoho.com,0.0065029975698658316,51
onet.pl,0.056717986203115744,14
skroutz.gr,0.000766518473095168,11
xfinity.com,0.24043845425586075,10
ip-api.com,0.0,54
binance.com,0.00517060085218124,54
bumble.com,0.005841269841269869,50
plesk.com,0.021314775910364125,51
quizlet.com,0.01777622316805061,43
innovid.com,0.0,19
macys.com,0.004339217950833252,2
coingecko.com,0.000590518471233259,54
typeform.com,0.01626060119648398,55
flurry.com,0.00029394473838917357,54
avira.com,2.9441205911751034e-05,54
elmundo.es,0.013707586993063292,14
quantummetric.com,0.004545454545454519,22
pixiv.net,0.02081273769390668,55
nba.com,0.030900326964285685,29
wshareit.com,0.0,54
mercadolivre.com.br,0.006122753214869769,50
pexels.com,0.00014782092550735815,54
smartthings.com,0.0870250511888383,40
ubnt.com,0.030879507876619194,54
weforum.org,0.009593076385529198,45
interia.pl,0.005054942309211108,30
chess.com,0.009808303587885425,47
plex.tv,0.006631030989064701,47
eporner.com,0.06784506722345485,51
chartbeat.com,0.018505081770379683,54
constantcontact.com,0.0871572809365605,51
costco.com,0.04663525132275137,24
ubi.com,0.0007313045529605544,55
youronlinechoices.com,0.0010287103712709467,51
doubleclick.com,0.01811919736448042,53
mdpi.com,0.0,7
arxiv.org,0.0,54
withgoogle.com,0.05939988430383503,47
flipkart.com,0.0316800578832338,52
openstreetmap.org,0.06119209588597341,49
psychologytoday.com,0.016379069262061008,44
joinhoney.com,0.004492362982928988,53
serving-sys.com,0.0,54
creditkarma.com,0.0,52
mercadolibre.com.ar,0.027679244499392075,50
www.gov.br,0.0,3
cedexis-test.com,0.0,54
ecosia.org,0.0040567831778360874,50
spankbang.com,0.07327730591256199,43
split.io,0.0023330074352340135,53
oculus.com,0.05154950869236585,21
talent.com,0.013697824808935888,54
theconversation.com,0.011316872427983515,54
epicgames.dev,0.04014741045991044,48
surfshark.com,0.0,54
trendyol.com,0.0,54
pikabu.ru,0.005247041577361555,50
sportskeeda.com,0.049014277389532124,15
allrecipes.com,0.09013369324622178,50
agora.io,0.0006588799041629123,53
kwai-pro.com,0.07497618853345756,45
ilovepdf.com,0.0002438983012640339,51
marca.com,0.00347222222222221,8
plos.org,0.044219088695509945,54
yale.edu,0.01245421245421241,52
nic.do,2.9582297952912562e-05,54
amazon.com.mx,0.10585592547940692,6
moneycontrol.com,0.1608111215267337,3
dribbble.com,6.96767001114873e-05,39
samsungelectronics.com,0.05809235550312608,26
google.ru,0.004853631860001317,55
va.gov,0.007661038148843002,52
livedoor.jp,0.08157547054942949,40
n-tv.de,0.0038610038610038533,2
onedrive.com,0.004761904761904745,33
cdnhwc2.com,0.009666259666259669,28
caixa.gov.br,0.002515723270440251,53
x.com,0.006686930091185372,47
identrust.com,0.0007728667028080727,51
nexusmods.com,0.04806036338586073,2
psu.edu,0.045169332381059135,49
screenrant.com,0.03202407485645753,44
gofundme.com,0.0,49
abc.net.au,0.01415026056745805,44
mobile.de,0.0,9
trello.com,0.0,45
reverso.net,0.0029792716934670116,41
bitdefender.net,0.0,52
ouest-france.fr,0.019780878052597095,24
166.com,0.0,44
dropbox-dns.com,0.0,54
ox.ac.uk,2.9441205911751034e-05,54
linode.com,0.0,32
about.com,0.001616509828188617,54
cloudinary.com,0.02007724616758133,50
perfectdomain.com,0.00953424023138838,45
uchi.ru,0.005498321123321159,52
pvp.net,0.029950615066894115,50
fortune.com,0.02483158639590166,34
ucla.edu,0.0,45
